"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
,,,"Otto Matic",3837902,"       (2019 AG13)",2460600.5,0.6041,2.062,264.99,300.42,316.83,1.08e+03,11.15
,,2.86,"Otto Matic",3837926,"       (2019 BK)",2460600.5,0.7282,2.055,264.46,121.17,358.90,1.08e+03,4.13
,,,"Otto Matic",3837956,"       (2019 BC1)",2460600.5,0.6345,2.531,118.16,328.76,162.65,1.47e+03,17.75
,,,"Otto Matic",3837975,"       (2019 BP1)",2460600.5,0.6302,2.55,34.33,18.05,164.07,1.49e+03,23.73
,,,"Otto Matic",3837989,"       (2019 BG2)",2460600.5,0.2760,1.265,328.98,65.57,69.49,519,14.22
,,,"Otto Matic",3838020,"       (2019 BT2)",2460600.5,0.4924,1.082,306.75,65.72,103.26,411,19.94
,,7.709,"Otto Matic",3838082,"       (2019 BF5)",2460600.5,0.7394,1.68,312.21,68.78,245.87,796,24.52
,,,"Otto Matic",3838104,"       (2019 CH1)",2460600.5,0.7140,1.335,296.44,73.57,307.33,563,10.87
,,,"Otto Matic",3838130,"       (2019 CT1)",2460600.5,0.3545,1.561,325.06,152.44,339.90,712,19.25
,,,"Otto Matic",3838129,"       (2019 CU1)",2460600.5,0.5171,1.781,344.48,100.67,160.82,868,1.76
,,,"Otto Matic",3838139,"       (2019 CD2)",2460600.5,0.7480,2.452,304.81,113.52,186.29,1.4e+03,6.74
,,,"Otto Matic",3838240,"       (2019 CE4)",2460600.5,0.6604,2.85,38.59,347.11,75.46,1.76e+03,20.69
,,,"Otto Matic",3838259,"       (2019 CC5)",2460600.5,0.6052,1.843,131.22,295.54,117.72,914,7.49
,,30.25,"Otto Matic",3838263,"       (2019 CD5)",2460600.5,0.6668,2.32,31.84,212.36,197.36,1.29e+03,2.54
,,,"Otto Matic",3838912,"       (2019 DD2)",2460600.5,0.5119,2.044,178.95,30.24,326.04,1.07e+03,36.56
,,6.9446,"Otto Matic",3838886,"       (2019 EN)",2460600.5,0.6210,2.178,192.45,47.29,250.11,1.17e+03,9.73
,,,"Otto Matic",3840119,"       (2019 EU2)",2460600.5,0.6673,2.432,198.93,246.46,191.71,1.39e+03,15.59
,,,"Otto Matic",3840128,"       (2019 FH)",2460600.5,0.7743,1.528,255.15,152.34,11.63,690,3.86
,,,"Otto Matic",3840136,"       (2019 FJ)",2460600.5,0.6128,0.7623,156.90,150.21,7.82,243,44.43
,,,"Otto Matic",3840701,"       (2019 FZ)",2460600.5,0.6287,0.8774,192.45,139.94,191.38,300,27.66
,,,"Otto Matic",3840745,"       (2019 FM2)",2460600.5,0.2690,0.9739,358.84,75.36,359.70,351,27.99
,,,"Otto Matic",3840802,"       (2019 GD1)",2460600.5,0.8007,2.614,197.57,237.23,137.43,1.54e+03,3.56
,,0.35338,"Otto Matic",3840850,"       (2019 GT3)",2460600.5,0.6205,2.37,225.06,69.81,153.44,1.33e+03,2.34
,,,"Otto Matic",3841531,"       (2019 HN)",2460600.5,0.6356,1.864,207.39,81.70,31.79,929,34.75
,,,Giorgini,3841670,"       (2019 HH4)",2460600.5,0.3872,1.532,211.46,150.69,198.97,692,33.86
,,8.3,"Otto Matic",3841701,"       (2019 JB1)",2460600.5,0.7751,2.004,54.16,288.79,310.19,1.04e+03,19.92
,,,"Otto Matic",3842641,"       (2019 KB4)",2460600.5,0.4516,1.89,134.76,192.06,4.67,949,17.51
,,,"Otto Matic",3842747,"       (2019 KQ5)",2460600.5,0.6012,1.689,246.43,238.68,208.75,802,4.91
,,,"Otto Matic",3842757,"       (2019 LG1)",2460600.5,0.3594,1.126,248.78,103.39,92.88,437,18.00
,,,"Otto Matic",3842777,"       (2019 LZ1)",2460600.5,0.9258,2.233,220.77,223.21,233.83,1.22e+03,9.49
,,,"Otto Matic",3842870,"       (2019 LX4)",2460600.5,0.3074,1.462,269.97,68.70,319.01,646,2.94
,,,Giorgini,3842883,"       (2019 LH5)",2460600.5,0.7058,1.604,120.69,269.29,202.75,742,3.00
,,,"Otto Matic",3842901,"       (2019 LG6)",2458645.5,0.7373,2.278,95.85,260.59,345.42,1.26e+03,16.90
,,,"Otto Matic",3842939,"       (2019 MF1)",2460600.5,0.3189,1.536,285.27,5.35,277.31,695,9.76
,,,"Otto Matic",3843090,"       (2019 MS3)",2460600.5,0.7202,2.63,138.99,231.55,60.88,1.56e+03,8.61
,,,"Otto Matic",3843061,"       (2019 NA)",2460600.5,0.5686,1.98,207.23,141.30,304.36,1.02e+03,7.77
,,,"Otto Matic",3843128,"       (2019 NA2)",2460600.5,0.6364,1.821,78.83,284.91,22.91,898,33.87
,,,"Otto Matic",3843131,"       (2019 NE2)",2460600.5,0.7291,1.73,267.88,124.20,92.24,831,8.48
,,,"Otto Matic",3843155,"       (2019 NY2)",2460600.5,0.4413,1.749,139.78,199.67,69.99,845,11.35
,,,"Otto Matic",3843182,"       (2019 NO4)",2458675.5,0.6560,1.517,127.98,269.20,327.23,683,12.81
,,,"Otto Matic",3843319,"       (2019 ND7)",2460600.5,0.5751,1.148,297.37,114.75,54.02,449,34.48
,,,"Otto Matic",3843341,"       (2019 OO)",2460600.5,0.5024,1.635,132.08,253.02,143.64,764,32.67
,,,"Otto Matic",3843348,"       (2019 OT)",2460600.5,0.5488,1.712,302.13,285.40,144.41,818,47.23
,,,"Otto Matic",3843363,"       (2019 OM1)",2460600.5,0.5983,1.897,346.66,52.70,334.05,954,6.17
,,,"Otto Matic",3843371,"       (2019 OR1)",2460600.5,0.3800,0.9598,236.83,297.66,294.27,343,18.28
,,,"Otto Matic",3843394,"       (2019 OQ2)",2460600.5,0.6032,1.448,200.39,256.85,283.39,636,4.11
,,,"Otto Matic",3843430,"       (2019 OY3)",2460600.5,0.4728,1.858,297.42,350.86,26.32,925,48.65
,,,"Otto Matic",3843508,"       (2019 PG1)",2460600.5,0.5940,2.457,281.56,13.62,128.59,1.41e+03,20.38
,,,"Otto Matic",3843572,"       (2019 QG)",2460600.5,0.2384,0.8219,290.21,216.10,153.90,272,12.63
,,,"Otto Matic",3843577,"       (2019 QT)",2460600.5,0.8286,2.218,236.48,215.01,180.52,1.21e+03,4.43
,,,"Otto Matic",3843589,"       (2019 QX)",2460600.5,0.6291,2.156,316.60,119.08,200.50,1.16e+03,27.15
,,,"Otto Matic",3843612,"       (2019 QY1)",2460600.5,0.4702,1.746,236.05,156.84,55.14,843,27.42
,,,"Otto Matic",3843615,"       (2019 QD2)",2460600.5,0.4600,1.804,271.68,18.31,57.36,885,11.96
,,,"Otto Matic",3843701,"       (2019 QD6)",2460600.5,0.6566,2.815,35.81,10.88,17.79,1.73e+03,14.57
,,9.73,"Otto Matic",3843758,"       (2019 RC)",2460600.5,0.5082,2.048,175.05,202.28,258.30,1.07e+03,22.89
,,,"Otto Matic",3843775,"       (2019 RW)",2460600.5,0.5835,2.286,309.46,312.17,191.58,1.26e+03,4.86
,,,"Otto Matic",3843858,"       (2019 RU3)",2460600.5,0.7760,1.628,40.09,110.82,133.73,759,34.25
,,,"Otto Matic",3843857,"       (2019 RV3)",2460600.5,0.6105,2.243,352.20,126.06,162.19,1.23e+03,6.97
,,,"Otto Matic",3843879,"       (2019 SH)",2458744.5,0.4748,1.217,179.15,273.02,314.50,491,45.13
,,,"Otto Matic",3878564,"       (2019 TP1)",2460600.5,0.2693,1.296,12.04,126.30,41.74,539,25.22
,,,"Otto Matic",3879227,"       (2019 UK)",2460600.5,0.3841,0.8828,206.39,318.85,244.35,303,21.70
,,7.7882,"Otto Matic",3879231,"       (2019 UO)",2460600.5,0.6380,2.652,277.60,184.96,39.01,1.58e+03,5.70
,,,"Otto Matic",3879384,"       (2019 UC4)",2460600.5,0.6451,2.485,249.61,203.69,80.92,1.43e+03,8.60
,,,"Otto Matic",3879725,"       (2019 UT6)",2460600.5,0.5045,1.589,84.86,44.41,138.85,732,2.40
,,,"Otto Matic",3884025,"       (2019 UO9)",2460600.5,0.5805,1.912,7.55,148.46,261.96,966,5.49
,,,"Otto Matic",3884238,"       (2019 US10)",2460600.5,0.3854,1.453,43.25,304.15,331.75,640,26.94
,,0.1327,"Otto Matic",3888754,"       (2019 UN12)",2460600.5,0.8460,2.257,222.59,301.75,148.27,1.24e+03,5.19
,,,"Otto Matic",3892191,"       (2019 UX13)",2460600.5,0.3271,1.519,188.57,155.17,269.38,684,12.49
,,,"Otto Matic",3892653,"       (2019 VD2)",2460600.5,0.7355,1.972,38.77,257.10,301.65,1.01e+03,33.50
,,,"Otto Matic",3892745,"       (2019 VL4)",2460600.5,0.8401,2.038,260.16,288.01,223.59,1.06e+03,10.30
,,,"Otto Matic",3893637,"       (2019 VF6)",2460600.5,0.4392,1.23,102.17,89.18,137.01,498,14.91
,,,"Otto Matic",3893738,"       (2019 VG6)",2460600.5,0.4137,1.513,304.32,219.19,154.55,680,8.60
,,,"Otto Matic",3893551,"       (2019 WF3)",2460600.5,0.5727,2.335,296.44,204.19,109.82,1.3e+03,12.86
,,,"Otto Matic",3893643,"       (2019 WL4)",2460600.5,0.5580,1.193,186.24,99.92,348.49,476,4.87
,,,"Otto Matic",3893727,"       (2019 WW4)",2460600.5,0.5530,2.231,330.69,22.73,178.40,1.22e+03,9.43
,,,"Otto Matic",3893728,"       (2019 WX4)",2460600.5,0.6272,1.952,78.33,74.52,257.54,996,29.46
,,,"Otto Matic",3893736,"       (2019 WD5)",2460600.5,0.5427,1.63,311.98,228.37,85.05,760,4.75
,,,"Otto Matic",3893739,"       (2019 WJ5)",2460600.5,0.7440,2.311,207.66,104.52,167.11,1.28e+03,5.38
,,,"Otto Matic",54162241,"       (2019 WQ19)",2460600.5,0.5814,1.387,240.24,272.80,321.53,596,29.99
,,,"Otto Matic",3905989,"       (2019 XE1)",2460600.5,0.6133,1.936,291.95,244.93,269.80,984,30.30
,,,"Otto Matic",3909261,"       (2019 XO2)",2460600.5,0.3554,1.486,68.18,342.60,255.87,662,28.54
,,,"Otto Matic",3910104,"       (2019 XA3)",2460600.5,0.6293,2.764,31.48,0.39,20.97,1.68e+03,24.09
,,,"Otto Matic",3928734,"       (2019 XK3)",2460600.5,0.7156,2.378,88.09,232.41,144.26,1.34e+03,5.59
,,,"Otto Matic",3933022,"       (2019 XQ3)",2460600.5,0.2601,1.237,88.48,52.18,153.49,502,50.96
,,,"Otto Matic",3959221,"       (2019 YZ3)",2460600.5,0.5958,1.754,275.41,257.65,0.92,848,23.38
,,,"Otto Matic",3986635,"       (2019 YX6)",2458843.5,0.8916,3.514,317.96,18.22,7.35,2.41e+03,1.85
,,8.434,"Otto Matic",3986636,"       (2020 AD3)",2460600.5,0.5947,0.9828,268.42,73.84,23.52,356,2.64
,,7.6336,"Otto Matic",3986682,"       (2020 AN3)",2460600.5,0.5508,2.165,294.39,167.73,180.30,1.16e+03,26.26
,,,"Otto Matic",3986740,"       (2020 BX)",2458866.5,0.4088,1.466,92.59,130.76,308.32,648,20.95
,,,"Otto Matic",3986743,"       (2020 BE1)",2460600.5,0.5035,1.715,103.44,111.72,2.51,821,30.11
,,,"Otto Matic",3989074,"       (2020 BJ4)",2460600.5,0.6707,2.819,10.53,199.17,337.95,1.73e+03,5.62
,,,"Otto Matic",3989144,"       (2020 BC6)",2460600.5,0.7096,1.86,272.45,98.46,346.44,927,6.30
,,,"Otto Matic",3989182,"       (2020 BC8)",2460600.5,0.7488,2.313,318.38,252.85,102.52,1.29e+03,7.37
,,,"Otto Matic",3989242,"       (2020 BN10)",2460600.5,0.3443,0.9278,185.76,68.99,356.56,326,20.52
,,2.8,"Otto Matic",3989285,"       (2020 BX12)",2460600.5,0.5273,1.6,132.85,70.51,93.41,740,40.06
,,,"Otto Matic",3989317,"       (2020 BF14)",2460600.5,0.4752,1.284,349.26,83.41,141.18,531,36.14
,,,"Otto Matic",3989341,"       (2020 BW14)",2460600.5,0.6528,2.692,21.46,28.02,32.94,1.61e+03,15.99
,,,"Otto Matic",3989346,"       (2020 BB15)",2460600.5,0.4141,1.718,16.18,177.77,12.90,822,5.31
,,,"Otto Matic",3989671,"       (2020 CL1)",2460600.5,0.3919,0.7245,325.89,9.72,27.33,225,45.48
,,,"Otto Matic",3991554,"       (2020 CB2)",2458885.5,0.2807,0.8556,1.01,50.17,95.40,289,27.14
,,,"Otto Matic",3991701,"       (2020 DY1)",2460600.5,0.6311,2.539,279.24,291.23,43.11,1.48e+03,1.32
,,,"Otto Matic",3994618,"       (2020 DP2)",2460600.5,0.7913,2.632,150.15,270.95,43.61,1.56e+03,14.07
,,,"Otto Matic",3994619,"       (2020 DR2)",2460600.5,0.6910,2.283,168.95,252.56,140.80,1.26e+03,19.73
,,,"Otto Matic",54000956,"       (2020 DC3)",2460600.5,0.8353,2.01,16.82,20.06,242.97,1.04e+03,3.62
,,13.36,"Otto Matic",54005664,"       (2020 DT3)",2460600.5,0.6078,2.25,207.47,27.94,115.35,1.23e+03,3.27
,,6.6655,"Otto Matic",54006017,"       (2020 DM4)",2460600.5,0.4556,1.888,6.73,222.76,256.24,948,4.11
,,,"Otto Matic",54013501,"       (2020 DB5)",2460600.5,0.5186,2.135,77.75,189.07,153.44,1.14e+03,11.70
,,,"Otto Matic",54013566,"       (2020 EN)",2460600.5,0.5538,2.059,113.05,300.30,214.33,1.08e+03,7.75
,,,"Otto Matic",54016232,"       (2020 FO1)",2460600.5,0.8184,2.304,35.67,262.45,91.98,1.28e+03,2.87
,,,"Otto Matic",54016235,"       (2020 FR1)",2460600.5,0.6150,1.406,26.43,255.82,228.15,609,13.12
,,,"Otto Matic",54016280,"       (2020 FH2)",2460600.5,0.4935,1.816,55.65,51.89,337.14,894,7.99
,,,"Otto Matic",54016330,"       (2020 FR3)",2458932.5,0.6475,1.973,174.62,261.66,24.72,1.01e+03,8.87
,,,"Otto Matic",54016360,"       (2020 FW4)",2460600.5,0.6947,2.298,50.19,222.67,95.73,1.27e+03,5.13
,,,"Otto Matic",54016362,"       (2020 FX4)",2460600.5,0.5933,2.448,155.18,357.23,73.77,1.4e+03,9.87
,,,"Otto Matic",54016365,"       (2020 FA5)",2460600.5,0.8009,1.915,39.36,242.15,237.49,968,6.56
,,,"Otto Matic",54016377,"       (2020 FO5)",2460600.5,0.8899,3.275,227.20,79.50,267.57,2.16e+03,7.41
,,,"Otto Matic",54016410,"       (2020 FM6)",2460600.5,0.4938,1.364,30.46,276.08,255.46,582,14.99
,,,"Otto Matic",54016429,"       (2020 FZ6)",2460600.5,0.7446,2.315,258.99,32.82,88.19,1.29e+03,3.25
,,,"Otto Matic",54016489,"       (2020 GA2)",2460600.5,0.4268,1.282,22.90,93.00,80.56,530,42.98
,,,"Otto Matic",54016684,"       (2020 HJ4)",2460600.5,0.5766,2.069,105.20,233.29,122.92,1.09e+03,1.22
,,,"Otto Matic",54016748,"       (2020 HD6)",2460600.5,0.6369,2.423,351.40,335.27,24.65,1.38e+03,8.13
,,,"Otto Matic",54016975,"       (2020 JU)",2460600.5,0.0861,0.9389,259.04,167.06,123.88,332,10.70
,,,"Otto Matic",54016979,"       (2020 JV)",2460600.5,0.6378,2.253,280.09,238.66,125.22,1.24e+03,3.24
,,,"Otto Matic",54017111,"       (2020 JC3)",2460600.5,0.6720,2.464,259.92,241.84,71.10,1.41e+03,5.19
,,,"Otto Matic",54017164,"       (2020 KT2)",2460600.5,0.6389,2.453,106.22,211.44,33.35,1.4e+03,8.55
,,,"Otto Matic",54017195,"       (2020 KN3)",2460600.5,0.7169,3.052,199.06,152.02,284.57,1.95e+03,9.33
,,,"Otto Matic",54017196,"       (2020 KO3)",2460600.5,0.5042,1.866,122.39,213.43,235.99,931,11.79
,,,"Otto Matic",54017234,"       (2020 KR4)",2460600.5,0.9047,1.833,80.15,314.76,249.59,907,14.95
,,,"Otto Matic",54017258,"       (2020 KK5)",2460600.5,0.6337,0.9322,83.25,325.07,194.03,329,15.15
,,,"Otto Matic",54017288,"       (2020 KG6)",2460600.5,0.8310,1.13,264.06,134.98,143.56,439,22.45
,,,"Otto Matic",54017438,"       (2020 LG1)",2460600.5,0.6532,2.785,137.28,208.34,324.85,1.7e+03,21.05
,,,"Otto Matic",54017454,"       (2020 LM1)",2459016.5,0.6077,2.39,75.34,135.10,10.45,1.35e+03,17.35
,,,"Otto Matic",54017545,"       (2020 LG2)",2460600.5,0.4466,1.877,273.03,7.79,242.46,939,14.17
,,,"Otto Matic",54017644,"       (2020 MA3)",2460600.5,0.7019,2.51,69.33,302.74,345.83,1.45e+03,16.55
,,,"Otto Matic",54017686,"       (2020 MZ3)",2460600.5,0.6566,2.631,132.99,250.73,343.15,1.56e+03,5.25
,,,"Otto Matic",54017784,"       (2020 ND)",2460600.5,0.5883,2.413,117.97,214.74,39.71,1.37e+03,17.42
,,,"Otto Matic",54048828,"       (2020 NK1)",2460600.5,0.6472,1.393,311.08,107.90,171.38,601,45.44
,,,"Otto Matic",54048892,"       (2020 OM1)",2460600.5,0.2129,1.19,158.13,18.49,202.28,474,18.58
,,,"Otto Matic",54049354,"       (2020 ON3)",2460600.5,0.5768,1.713,127.57,258.09,286.66,819,27.09
,,,"Otto Matic",54049356,"       (2020 OP3)",2460600.5,0.2703,1.29,309.02,147.75,177.14,535,29.53
,,,"Otto Matic",54049873,"       (2020 OT6)",2460600.5,0.3780,0.9425,121.93,60.83,312.64,334,22.27
,,,"Otto Matic",54049906,"       (2020 PP)",2460600.5,0.0882,1.027,308.01,216.84,176.57,380,14.46
,,,"Otto Matic",54050980,"       (2020 PB1)",2460600.5,0.5436,2.182,231.25,177.44,85.62,1.18e+03,9.29
,,,"Otto Matic",54051070,"       (2020 PN3)",2460600.5,0.7908,2.128,211.45,233.30,98.85,1.13e+03,7.25
,,,"Otto Matic",54051075,"       (2020 PS3)",2460600.5,0.7158,2.324,144.03,93.10,80.42,1.29e+03,18.80
,,,"Otto Matic",54051089,"       (2020 PM4)",2460600.5,0.4786,1.782,329.39,311.28,286.43,869,5.50
,,,"Otto Matic",54051093,"       (2020 PS4)",2460600.5,0.7848,2.147,10.24,76.83,91.15,1.15e+03,6.50
,,,"Otto Matic",54051100,"       (2020 PY4)",2460600.5,0.8067,2.531,142.24,65.70,32.79,1.47e+03,8.61
,,,"Otto Matic",54051125,"       (2020 QD)",2460600.5,0.7311,2.399,38.10,40.82,23.42,1.36e+03,4.00
,,,"Otto Matic",54051321,"       (2020 QZ3)",2460600.5,0.5384,1.923,192.74,246.74,150.46,974,8.51
,,,"Otto Matic",54051328,"       (2020 QH4)",2459086.5,0.8602,3.49,329.96,266.31,7.09,2.38e+03,55.67
,,,"Otto Matic",54051396,"       (2020 QQ5)",2460600.5,0.6497,2.157,172.78,86.48,129.86,1.16e+03,8.10
,,,"Otto Matic",54051414,"       (2020 QC6)",2460600.5,0.5989,2.169,169.98,249.51,91.57,1.17e+03,5.97
,,,"Otto Matic",54051415,"       (2020 QF6)",2460600.5,0.6519,2.724,249.00,145.39,332.87,1.64e+03,73.64
,,,"Otto Matic",54054359,"       (2020 QR7)",2460600.5,0.5945,2.494,114.93,339.91,329.74,1.44e+03,11.78
,,,"Otto Matic",54053719,"       (2020 RB)",2460600.5,0.6948,3.263,330.11,346.90,253.75,2.15e+03,59.14
,,,"Otto Matic",54053722,"       (2020 RC)",2460600.5,0.3532,1.553,342.54,28.90,31.43,707,29.03
,,,"Otto Matic",54053727,"       (2020 RG)",2460600.5,0.4101,1.761,324.63,337.62,294.75,854,14.12
,,,"Otto Matic",54054354,"       (2020 RH7)",2460600.5,0.4398,1.518,3.83,128.55,337.71,683,43.85
,,,"Otto Matic",54054501,"       (2020 SL1)",2460600.5,0.6378,2.517,275.19,331.88,69.78,1.46e+03,13.75
,,2.879,"Otto Matic",54054507,"       (2020 ST1)",2460600.5,0.5777,2.452,232.85,180.46,7.22,1.4e+03,7.97
,,,"Otto Matic",54054526,"       (2020 SH2)",2460600.5,0.3911,1.305,359.40,262.08,314.97,544,44.21
,,,"Otto Matic",54054565,"       (2020 SE3)",2460600.5,0.8500,2.539,326.13,263.04,16.69,1.48e+03,11.86
,,,"Otto Matic",54054627,"       (2020 SP4)",2460600.5,0.6575,2.83,314.03,19.30,315.95,1.74e+03,12.84
,,,"Otto Matic",54054747,"       (2020 TF)",2460600.5,0.3028,1.089,221.22,271.36,107.17,415,19.22
,,,"Otto Matic",54055026,"       (2020 TT)",2459129.5,0.6983,1.788,311.01,297.11,27.54,873,5.89
,,,"Otto Matic",54055104,"       (2020 TX2)",2460600.5,0.7328,2.407,12.33,101.41,5.20,1.36e+03,26.60
,,,"Otto Matic",54065904,"       (2020 TU5)",2460600.5,0.3629,1.59,42.48,345.12,7.99,732,56.84
,,,"Otto Matic",54075550,"       (2020 UF2)",2460600.5,0.3057,1.13,235.60,34.39,186.21,439,3.07
,,,"Otto Matic",54076348,"       (2020 UQ4)",2460600.5,0.5434,2.271,292.60,356.42,102.64,1.25e+03,10.41
,,,"Otto Matic",54081200,"       (2020 UR6)",2460600.5,0.4907,1.779,311.48,161.62,216.46,867,8.10
,,,"Otto Matic",54084708,"       (2020 UW6)",2460600.5,0.7975,1.707,204.44,79.28,301.40,814,5.76
,,,"Otto Matic",54087574,"       (2020 VM1)",2459164.5,0.6111,2.488,31.37,330.20,7.51,1.43e+03,45.43
,,,"Otto Matic",54087860,"       (2020 VZ5)",2460600.5,0.2931,0.8891,246.15,44.67,355.75,306,22.63
,,,"Otto Matic",54088805,"       (2020 WG)",2460600.5,0.6007,2.51,32.77,348.85,359.74,1.45e+03,7.62
,,,"Otto Matic",54091633,"       (2020 WP1)",2460600.5,0.4766,1.768,247.45,213.16,224.74,859,38.67
,,,"Otto Matic",54092904,"       (2020 WT2)",2460600.5,0.3060,1.343,263.21,224.29,149.49,568,23.02
,,,"Otto Matic",54092911,"       (2020 WB3)",2460600.5,0.6146,2.473,5.89,29.13,5.02,1.42e+03,20.51
,,,"Otto Matic",54095182,"       (2020 WA5)",2460600.5,0.4946,2.02,307.57,167.55,112.31,1.05e+03,5.72
,,,"Otto Matic",54096431,"       (2020 WL5)",2459186.5,0.6134,2.376,30.06,334.18,13.21,1.34e+03,16.82
,,,"Otto Matic",54096432,"       (2020 WM5)",2460600.5,0.7042,2.834,67.04,316.38,299.46,1.74e+03,15.64
,,5.574,"Otto Matic",54097670,"       (2020 WU5)",2460600.5,0.1017,1.059,112.85,84.51,89.12,398,41.48
,,,"Otto Matic",54097968,"       (2020 XP)",2460600.5,0.4987,2.002,254.19,125.54,144.49,1.03e+03,3.59
,,,"Otto Matic",54097967,"       (2020 XQ)",2460600.5,0.6523,1.931,56.03,275.95,184.38,980,16.67
,,,"Otto Matic",54097969,"       (2020 XR)",2460600.5,0.6125,2.497,249.70,163.10,351.56,1.44e+03,13.96
,,,"Otto Matic",54099615,"       (2020 XL3)",2459200.5,0.7946,1.956,282.09,50.09,19.42,999,1.57
,,,"Otto Matic",54100193,"       (2020 XD5)",2460600.5,0.5428,1.614,98.64,115.19,269.92,749,8.60
,,,"Otto Matic",54100290,"       (2020 XE6)",2460600.5,0.5726,2.415,333.91,21.57,42.37,1.37e+03,9.51
,,12.679,"Otto Matic",54100581,"       (2020 XU6)",2460600.5,0.5474,2.216,164.32,6.66,33.91,1.21e+03,3.89
,,,"Otto Matic",54101655,"       (2020 YL1)",2460600.5,0.6026,1.982,283.31,71.22,162.83,1.02e+03,48.93
,,,"Otto Matic",54101718,"       (2020 YC3)",2460600.5,0.7390,2.209,132.69,78.75,26.35,1.2e+03,15.17
,,14.752,"Otto Matic",54102022,"       (2020 YQ3)",2460600.5,0.5855,1.88,93.18,301.62,188.15,942,4.41
,,,"Otto Matic",54105102,"       (2021 AE4)",2460600.5,0.1624,1.16,49.54,172.44,277.96,456,15.78
,,,"Otto Matic",54105560,"       (2021 AL6)",2460600.5,0.6569,2.436,251.86,125.98,12.50,1.39e+03,17.39
,,,"Otto Matic",54106303,"       (2021 AV7)",2460600.5,0.7030,3.072,153.15,39.67,236.42,1.97e+03,28.98
,,,"Otto Matic",54106739,"       (2021 AF8)",2460600.5,0.5171,2.016,42.46,168.98,77.52,1.05e+03,9.71
,,,"Otto Matic",54106307,"       (2021 BW)",2460600.5,0.7203,2.599,317.62,66.91,340.38,1.53e+03,28.06
,,,"Otto Matic",54106742,"       (2021 BF3)",2460600.5,0.6154,2.64,90.60,305.62,327.50,1.57e+03,1.22
,,,"Otto Matic",54109176,"       (2021 BM3)",2460600.5,0.7014,2.39,324.89,81.20,15.91,1.35e+03,19.51
,,,"Otto Matic",54110458,"       (2021 CJ2)",2460600.5,0.7328,1.381,107.68,261.81,147.03,593,3.94
,,113.9,"Otto Matic",54110457,"       (2021 CK2)",2460600.5,0.6970,2.633,305.81,134.28,319.07,1.56e+03,7.83
,,,"Otto Matic",54111265,"       (2021 CF4)",2460600.5,0.7397,1.53,182.32,96.47,298.23,691,6.68
,,,"Otto Matic",54114200,"       (2021 CW4)",2460600.5,0.5402,1.757,204.80,225.05,227.82,850,6.94
,,,"Otto Matic",54115840,"       (2021 CD6)",2460600.5,0.5575,2.227,196.18,202.53,59.56,1.21e+03,15.87
,,,"Otto Matic",54125409,"       (2021 DC2)",2460600.5,0.6865,1.803,150.06,100.94,154.48,885,5.52
,,,"Otto Matic",54125414,"       (2021 DH2)",2460600.5,0.7583,2.168,333.04,87.18,66.07,1.17e+03,5.31
,,,"Otto Matic",54125898,"       (2021 DM2)",2460600.5,0.2869,1.332,149.30,221.52,275.88,562,21.64
,,,"Otto Matic",54130042,"       (2021 EV)",2460600.5,0.5119,2.145,30.58,188.66,30.05,1.15e+03,8.83
,,,"Otto Matic",54131484,"       (2021 EJ4)",2460600.5,0.6666,2.7,140.81,126.14,275.93,1.62e+03,28.50
,,,"Otto Matic",54131736,"       (2021 ED5)",2460600.5,0.7339,2.615,182.13,112.65,287.68,1.54e+03,5.91
,,,"Otto Matic",54133135,"       (2021 FG3)",2460600.5,0.7078,2.816,196.18,69.04,260.48,1.73e+03,6.85
,,,"Otto Matic",54135434,"       (2021 GY3)",2460600.5,0.6060,1.686,181.60,278.59,251.65,800,17.03
,,,"Otto Matic",54135548,"       (2021 GM4)",2460600.5,0.3515,1.523,295.08,323.98,280.51,687,5.25
,,,"Otto Matic",54136195,"       (2021 GB6)",2460600.5,0.7441,1.925,336.15,103.99,143.55,975,6.21
,,,"Otto Matic",54136200,"       (2021 GM6)",2460600.5,0.6649,2.587,182.36,122.37,285.78,1.52e+03,35.67
,,,"Otto Matic",54137790,"       (2021 GX12)",2460600.5,0.3763,1.506,33.77,49.70,51.05,675,20.66
,,,"Otto Matic",54137809,"       (2021 GN16)",2460600.5,0.1936,1.189,211.79,215.02,31.09,473,42.74
,,,"Otto Matic",54137811,"       (2021 GP16)",2460600.5,0.3166,1.057,209.52,110.57,6.48,397,15.04
,,0.038472,"Otto Matic",54142826,"       (2021 HC3)",2460600.5,0.6755,1.122,219.54,132.15,281.73,434,28.40
,,,"Otto Matic",54150700,"       (2021 HK12)",2460600.5,0.6840,3.286,187.08,168.83,169.13,2.18e+03,47.02
,,,"Otto Matic",54143414,"       (2021 JY)",2460600.5,0.5766,1.595,44.51,76.60,299.67,736,36.16
,,,"Otto Matic",54145212,"       (2021 JF6)",2460600.5,0.9359,2.463,10.44,42.50,335.94,1.41e+03,9.23
,,,"Otto Matic",54146072,"       (2021 KD)",2460600.5,0.1036,1.119,66.92,235.64,268.13,432,26.02
,,,"Otto Matic",54147407,"       (2021 KT1)",2460600.5,0.5246,2.118,69.61,154.31,40.94,1.13e+03,28.68
,,,"Otto Matic",54161704,"       (2021 KG10)",2460600.5,0.3550,1.519,271.28,20.64,274.07,684,15.80
,,,"Otto Matic",54297314,"       (2021 KA17)",2460600.5,0.3662,0.9611,45.20,81.16,294.84,344,6.11
