"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
,,,"Otto Matic",3558386,"       (2011 EF17)",2460600.5,0.7432,2.343,3.83,282.41,246.30,1.31e+03,4.22
,,,"Otto Matic",3559599,"       (2011 EO40)",2460600.5,0.5403,1.654,50.25,17.17,180.68,777,3.36
,,,"Otto Matic",3559839,"       (2011 EL51)",2460600.5,0.5687,1.191,198.48,94.85,108.42,475,10.98
,,,"Otto Matic",3559842,"       (2011 EO51)",2460600.5,0.7861,1.565,175.09,227.43,9.59,715,6.75
,,,"Otto Matic",3560915,"       (2011 GA)",2460600.5,0.5909,1.8,200.35,109.69,168.70,882,9.83
,,,"Otto Matic",3562866,"       (2011 GS60)",2460600.5,0.9227,3.363,137.51,307.56,78.65,2.25e+03,19.30
,,6,"Otto Matic",3563859,"       (2011 HS)",2460600.5,0.6918,2.818,182.35,334.46,321.87,1.73e+03,7.86
,,,"Otto Matic",3564590,"       (2011 JA)",2460600.5,0.2875,1.185,215.01,286.18,206.39,471,41.62
,,,"Otto Matic",3564724,"       (2011 JD1)",2455688.5,0.3576,1.112,34.31,85.63,60.02,428,21.95
,,3.96,"Otto Matic",3565474,"       (2011 JR13)",2460600.5,0.7257,1.299,235.08,129.59,337.67,541,24.70
,,8.2,"Otto Matic",3566441,"       (2011 KE)",2460600.5,0.9547,2.206,205.00,188.56,19.23,1.2e+03,5.89
,,,"Otto Matic",3566695,"       (2011 KU15)",2455711.5,0.8761,1.955,214.49,166.85,337.84,998,4.40
0.852,0.056,,"Otto Matic",3567991,"       (2011 LA19)",2460600.5,0.6515,2.912,97.95,202.75,231.60,1.82e+03,19.21
,,,"Otto Matic",3567993,"       (2011 LC19)",2460600.5,0.7321,3.197,219.42,139.20,99.42,2.09e+03,10.50
,,6.69,"Otto Matic",3567995,"       (2011 LJ19)",2460600.5,0.6208,2.622,296.42,30.50,34.96,1.55e+03,1.54
,,,"Otto Matic",3568319,"       (2011 MU)",2460600.5,0.6651,1.35,99.98,281.92,138.37,573,7.30
,,,"Otto Matic",3572706,"       (2011 OB)",2460600.5,0.5241,0.904,106.23,48.92,225.97,314,27.74
,,,"Otto Matic",3574100,"       (2011 OR15)",2460600.5,0.4432,1.655,146.08,251.11,39.65,778,5.01
,,,"Otto Matic",3574344,"       (2011 OV18)",2460600.5,0.4391,1.63,271.30,148.99,68.11,760,16.94
,,,"Otto Matic",3574783,"       (2011 PS)",2460600.5,0.5151,1.806,19.08,26.86,125.39,887,3.73
,,,"Otto Matic",3577535,"       (2011 RJ1)",2460600.5,0.5893,2.551,7.39,345.37,77.25,1.49e+03,6.75
,,,"Otto Matic",3578980,"       (2011 SO32)",2460600.5,0.4769,1.725,198.73,243.61,247.81,827,9.91
,,,"Otto Matic",3579078,"       (2011 SM68)",2460600.5,0.6642,1.396,24.02,109.21,284.27,602,19.24
,,,"Otto Matic",3580963,"       (2011 TK)",2460600.5,0.6462,2.464,328.34,122.18,118.57,1.41e+03,7.78
,,,"Otto Matic",3581507,"       (2011 TC4)",2460600.5,0.7196,1.491,200.68,309.40,4.30,665,3.13
,,,"Otto Matic",3581669,"       (2011 TX8)",2460600.5,0.7084,0.9095,207.83,313.36,287.11,317,5.98
,,,"Otto Matic",3582010,"       (2011 TN9)",2460600.5,0.4510,1.899,199.15,163.14,355.08,956,4.10
,,,"Otto Matic",3582137,"       (2011 UG20)",2460600.5,0.6867,1.124,205.70,305.07,275.01,435,18.99
,,,"Otto Matic",3582138,"       (2011 UH20)",2460600.5,0.3361,1.231,21.61,257.17,245.06,499,35.77
,,,"Otto Matic",3582143,"       (2011 UT20)",2460600.5,0.4407,1.191,271.34,246.46,272.18,475,6.56
,,,"Otto Matic",3582516,"       (2011 UV63)",2460600.5,0.1338,1.193,13.66,189.87,173.16,476,9.79
,,,"Otto Matic",3585470,"       (2011 UE305)",2460600.5,0.6707,2.421,303.66,53.00,168.59,1.38e+03,4.72
,,,"Otto Matic",3586027,"       (2011 VU5)",2460600.5,0.5567,2.198,44.01,25.01,346.17,1.19e+03,30.47
,,,"Otto Matic",3589298,"       (2011 WN46)",2455894.5,0.4145,1.146,43.11,104.11,312.07,448,26.57
,,,"Otto Matic",3589302,"       (2011 WR46)",2455896.5,0.8948,2.473,240.74,323.36,347.74,1.42e+03,4.87
,,0.73,"Otto Matic",3591407,"       (2011 XA3)",2460600.5,0.9261,1.466,273.30,324.05,58.36,649,28.12
,,,"Otto Matic",3591595,"       (2011 YE6)",2460600.5,0.7290,2.813,182.05,348.27,247.12,1.72e+03,3.06
,,,"Otto Matic",3591611,"       (2011 YG6)",2460600.5,0.2989,1.165,92.82,267.37,131.48,459,28.06
,,,"Otto Matic",3591721,"       (2011 YH28)",2460600.5,0.7167,2.611,284.09,288.90,345.68,1.54e+03,8.74
,,,"Otto Matic",3591722,"       (2011 YJ28)",2460600.5,0.0926,1.06,290.09,305.89,139.72,398,27.08
,,,"Otto Matic",3591886,"       (2011 YV62)",2460600.5,0.5997,1.636,243.82,85.37,91.85,765,7.79
,,,"Otto Matic",3592225,"       (2012 AD3)",2460600.5,0.6061,2.197,149.75,216.17,7.61,1.19e+03,5.22
,,14.19,"Otto Matic",3595774,"       (2012 AA11)",2460600.5,0.4857,1.977,21.11,146.10,189.77,1.02e+03,6.42
,,,"Otto Matic",3596143,"       (2012 BS23)",2460600.5,0.5779,1.938,317.50,259.20,230.71,985,5.38
,,,"Otto Matic",3596144,"       (2012 BT23)",2460600.5,0.5996,1.976,182.23,43.38,179.53,1.01e+03,9.09
,,,"Otto Matic",3596491,"       (2012 BU61)",2460600.5,0.7771,2.526,296.22,74.04,79.11,1.47e+03,5.23
,,,"Otto Matic",3596845,"       (2012 BJ86)",2460600.5,0.6372,1.981,301.85,100.04,219.06,1.02e+03,1.34
,,,"Otto Matic",3596848,"       (2012 BM86)",2460600.5,0.6365,2.146,163.81,56.80,351.62,1.15e+03,11.36
,,,"Otto Matic",3597095,"       (2012 BB124)",2460600.5,0.2112,1.155,137.63,122.80,341.11,453,15.79
,,,"Otto Matic",3599062,"       (2012 CA21)",2460600.5,0.6562,2.663,127.89,35.87,327.37,1.59e+03,28.66
,,,"Otto Matic",3599930,"       (2012 CA55)",2460600.5,0.4797,1.801,175.89,41.54,58.47,883,8.64
,,,"Otto Matic",3599862,"       (2012 DE31)",2460600.5,0.3729,1.15,141.63,262.19,156.32,451,29.69
,,,"Otto Matic",3599866,"       (2012 DK31)",2460600.5,0.5766,0.6938,165.18,149.28,188.81,211,11.17
,,,"Otto Matic",3601471,"       (2012 FQ1)",2460600.5,0.6160,2.605,98.27,169.28,325.17,1.54e+03,5.17
,,,"Otto Matic",3601472,"       (2012 FR1)",2460600.5,0.7101,2.178,354.55,87.23,356.84,1.17e+03,13.29
,,,"Otto Matic",3602023,"       (2012 FG58)",2460600.5,0.5473,2.147,32.82,220.51,338.18,1.15e+03,13.52
,,,"Otto Matic",3602063,"       (2012 FO62)",2460600.5,0.5161,2.015,258.41,212.86,171.31,1.04e+03,3.98
,,,"Otto Matic",3602625,"       (2012 GV17)",2460600.5,0.4590,1.641,6.77,311.82,274.92,768,11.04
,,,"Otto Matic",3602685,"       (2012 HJ1)",2460600.5,0.6066,2.002,44.62,291.25,100.32,1.03e+03,31.30
,,,"Otto Matic",3602783,"       (2012 HG8)",2460600.5,0.7277,2.46,214.51,256.80,104.65,1.41e+03,25.58
,,,"Otto Matic",3603124,"       (2012 HG31)",2460600.5,0.5320,2.173,148.28,173.10,286.29,1.17e+03,10.24
,,,"Otto Matic",3603170,"       (2012 HZ33)",2460600.5,0.2103,1.197,54.90,231.59,131.25,479,23.88
,,,"Otto Matic",3604216,"       (2012 JS11)",2460600.5,0.6736,2.823,208.02,124.15,195.86,1.73e+03,9.54
,,,"Otto Matic",3604304,"       (2012 KA4)",2460600.5,0.7800,1.1,214.89,237.50,314.06,422,5.80
,,,"Otto Matic",3604307,"       (2012 KC6)",2460600.5,0.2464,1.241,195.37,338.03,34.67,505,11.32
,,,"Otto Matic",3604618,"       (2012 KU12)",2460600.5,0.4886,1.638,53.06,74.37,23.70,766,8.63
,,,"Otto Matic",3605576,"       (2012 LR1)",2460600.5,0.3813,1.337,83.09,66.58,61.37,564,42.32
1.252,0.012,12.87,"Otto Matic",3605577,"       (2012 LZ1)",2460600.5,0.5897,2.558,264.49,14.28,3.74,1.49e+03,26.09
,,,"Otto Matic",3605764,"       (2012 LK11)",2460600.5,0.5938,2.428,152.12,160.03,84.47,1.38e+03,5.15
,,,"Otto Matic",3605890,"       (2012 MS4)",2460600.5,0.7209,2.264,265.86,257.54,243.05,1.24e+03,67.68
,,,"Otto Matic",3605900,"       (2012 MJ6)",2460600.5,0.4899,1.822,82.18,127.43,24.24,899,9.23
,,,"Otto Matic",3605940,"       (2012 MZ6)",2456106.5,0.7120,2.141,317.20,225.05,19.56,1.14e+03,1.36
,,,"Otto Matic",3606220,"       (2012 NN)",2460600.5,0.6275,2.575,237.52,6.31,356.20,1.51e+03,4.63
,,,"Otto Matic",3606252,"       (2012 OO)",2460600.5,0.3838,1.697,160.88,179.92,177.69,808,4.83
,,,"Otto Matic",3606253,"       (2012 OQ)",2460600.5,0.3950,1.191,294.00,100.76,101.00,475,7.10
,,25.89,"Otto Matic",3606308,"       (2012 OP4)",2460600.5,0.6584,2.118,143.56,262.86,325.38,1.13e+03,20.65
,,,"Otto Matic",3607382,"       (2012 PS4)",2460600.5,0.5934,1.767,86.18,144.24,92.56,858,3.94
,,,"Otto Matic",3607728,"       (2012 QC8)",2460600.5,0.7586,2.821,22.17,47.73,195.71,1.73e+03,5.68
,,,"Otto Matic",3607784,"       (2012 QQ10)",2460600.5,0.4688,1.935,65.53,227.95,202.94,983,3.96
,,24.22,"Otto Matic",3608092,"       (2012 QG42)",2460600.5,0.3745,1.026,344.77,116.18,162.56,379,6.81
,,,"Otto Matic",3608326,"       (2012 QE50)",2460600.5,0.4410,1.733,193.91,224.89,82.70,833,11.90
,,,"Otto Matic",3608618,"       (2012 RG15)",2460600.5,0.4536,1.077,336.61,247.24,1.64,408,48.94
,,,"Otto Matic",3610024,"       (2012 TY52)",2460600.5,0.5531,1.664,221.58,252.88,176.82,784,9.63
,,,"Otto Matic",3610029,"       (2012 TF53)",2460600.5,0.3689,1.426,201.04,282.41,316.78,622,6.13
,,,"Otto Matic",3610526,"       (2012 TO139)",2460600.5,0.8884,2.441,179.14,56.40,76.03,1.39e+03,5.36
,,,"Otto Matic",3610527,"       (2012 TP139)",2460600.5,0.4649,1.467,271.76,3.37,327.63,649,2.34
,,,"Otto Matic",3610765,"       (2012 TJ146)",2460600.5,0.6446,2.681,41.44,54.90,235.93,1.6e+03,5.17
,,,"Otto Matic",3612842,"       (2012 UZ33)",2460600.5,0.5804,2.228,85.88,224.77,249.31,1.21e+03,3.36
,,,"Otto Matic",3614397,"       (2012 UU136)",2460600.5,0.2120,1.16,36.08,227.73,313.23,456,35.59
,,,"Otto Matic",3614639,"       (2012 UR138)",2460600.5,0.5430,1.968,255.87,49.08,152.87,1.01e+03,7.78
0.629,0.023,,"Otto Matic",3614980,"       (2012 UR158)",2460600.5,0.8576,2.232,286.45,239.43,192.01,1.22e+03,3.19
,,,"Otto Matic",3616694,"       (2012 VK6)",2456242.5,0.7054,2.303,291.02,339.31,20.21,1.28e+03,1.84
,,,"Otto Matic",3616695,"       (2012 VL6)",2460600.5,0.5659,2.343,19.48,19.28,115.54,1.31e+03,8.73
,,,"Otto Matic",3616698,"       (2012 VO6)",2460600.5,0.5355,1.966,242.47,243.78,85.72,1.01e+03,3.57
,,,"Otto Matic",3617158,"       (2012 VF37)",2460600.5,0.6514,2.463,82.40,58.77,13.62,1.41e+03,4.90
,,,"Otto Matic",3617387,"       (2012 VE46)",2460600.5,0.3613,0.7131,8.65,190.59,141.63,220,6.67
,,,"Otto Matic",3618023,"       (2012 VC82)",2460600.5,0.5813,2.38,355.34,29.27,89.63,1.34e+03,10.81
,,,"Otto Matic",3619342,"       (2012 XY6)",2460600.5,0.4901,2.009,348.32,173.34,24.02,1.04e+03,7.78
,,,"Otto Matic",3620666,"       (2012 XO111)",2460600.5,0.4980,2.005,328.03,189.89,31.38,1.04e+03,4.27
,,3.2774,"Otto Matic",3620863,"       (2012 XA133)",2460600.5,0.6977,1.328,225.56,77.99,320.72,559,4.06
,,,"Otto Matic",3621018,"       (2012 XJ134)",2460600.5,0.7376,2.567,237.02,124.49,328.55,1.5e+03,2.47
,,,"Otto Matic",3621620,"       (2012 YO1)",2460600.5,0.4900,1.825,85.81,312.74,301.09,900,17.47
,,,"Otto Matic",3621700,"       (2012 YO3)",2460600.5,0.6726,2.439,30.95,351.45,49.00,1.39e+03,3.60
,,,"Otto Matic",3621805,"       (2012 YY6)",2460600.5,0.6812,1.525,22.62,317.79,125.24,688,4.03
,,,"Otto Matic",3623524,"       (2013 AN20)",2460600.5,0.3048,1.465,105.34,355.84,232.31,647,23.07
,,,"Otto Matic",3623580,"       (2013 AS27)",2460600.5,0.2285,1.105,105.21,253.43,132.56,424,33.59
,,,"Otto Matic",3623673,"       (2013 AX52)",2460600.5,0.1221,1.198,289.10,356.66,172.21,479,32.60
,,,"Otto Matic",3623947,"       (2013 AN60)",2460600.5,0.5822,1.894,248.51,125.73,212.27,952,6.95
,,,"Otto Matic",3624741,"       (2013 BC18)",2460600.5,0.7696,2.754,286.11,262.35,192.05,1.67e+03,24.79
,,,"Otto Matic",3624742,"       (2013 BD18)",2460600.5,0.6638,2.319,285.05,251.73,101.06,1.29e+03,17.27
,,5.1083,"Otto Matic",3626394,"       (2013 BO76)",2460600.5,0.5201,1.701,242.18,4.96,36.85,810,1.95
,,,"Otto Matic",3631824,"       (2013 ED28)",2460600.5,0.6667,1.55,152.93,258.55,33.70,705,4.89
,,,"Otto Matic",3632244,"       (2013 ER89)",2460600.5,0.5357,1.695,0.95,283.62,49.53,806,26.98
,,,"Otto Matic",3632675,"       (2013 EV108)",2460600.5,0.6342,2.398,33.34,215.22,27.43,1.36e+03,8.42
,,,"Otto Matic",3633047,"       (2013 EO126)",2460600.5,0.7822,2.297,153.40,148.55,96.36,1.27e+03,2.98
,,,"Otto Matic",3633048,"       (2013 FX7)",2460600.5,0.3099,1.266,211.53,28.91,13.12,520,5.22
,,,"Otto Matic",3633051,"       (2013 FA8)",2460600.5,0.6738,1.929,165.46,281.00,137.64,979,3.12
,,,"Otto Matic",3633188,"       (2013 FW13)",2460600.5,0.3619,1.121,175.80,272.17,331.39,434,23.42
,,,"Otto Matic",3634185,"       (2013 GY7)",2460600.5,0.2306,1.247,189.90,128.60,353.08,508,29.57
,,,"Otto Matic",3634388,"       (2013 GR38)",2460600.5,0.5567,1.79,218.64,68.39,263.01,875,4.59
,,,"Otto Matic",3634615,"       (2013 GS66)",2460600.5,0.5843,2.011,204.25,273.41,33.92,1.04e+03,2.44
,,,"Otto Matic",3634711,"       (2013 GG69)",2460600.5,0.6694,2.684,183.17,144.73,180.05,1.61e+03,9.26
,,,"Otto Matic",3634781,"       (2013 GZ73)",2460600.5,0.6172,2.372,116.76,340.19,94.57,1.33e+03,7.34
,,,"Otto Matic",3634847,"       (2013 GA80)",2460600.5,0.1534,1.174,29.10,133.15,50.17,465,32.19
,,,"Otto Matic",3634904,"       (2013 GH84)",2460600.5,0.3716,1.564,53.35,186.50,306.50,715,14.90
,,,"Otto Matic",3638239,"       (2013 JM7)",2460600.5,0.2740,1.211,242.47,154.85,46.03,487,4.96
,,,"Otto Matic",3638237,"       (2013 JN7)",2460600.5,0.6400,1.719,297.49,167.53,70.49,824,2.25
,,,"Otto Matic",3638288,"       (2013 JM14)",2460600.5,0.5097,1.894,109.36,44.63,164.12,952,8.09
,,,"Otto Matic",3638380,"       (2013 JL22)",2460600.5,0.5943,1.187,37.95,69.09,349.55,472,3.06
,,,"Otto Matic",3638466,"       (2013 JR28)",2460600.5,0.6548,2.201,103.54,230.57,154.34,1.19e+03,6.55
,,,"Otto Matic",3638629,"       (2013 KZ1)",2460600.5,0.5065,1.563,236.01,104.73,260.98,714,29.20
,,,"Otto Matic",3640745,"       (2013 LE16)",2460600.5,0.6077,2.564,81.77,198.13,265.77,1.5e+03,32.83
,,,"Otto Matic",3640747,"       (2013 LG16)",2460600.5,0.4082,1.6,232.78,209.56,26.65,739,11.15
,,,"Otto Matic",3644047,"       (2013 LM31)",2460600.5,0.6550,2.265,103.16,251.17,93.33,1.25e+03,1.75
,,,"Otto Matic",3644046,"       (2013 LN31)",2460600.5,0.8022,2.258,100.76,278.85,106.82,1.24e+03,23.21
,,,"Otto Matic",3644231,"       (2013 MW6)",2460600.5,0.4837,1.733,0.75,191.24,17.56,833,5.51
,,,"Otto Matic",3644702,"       (2013 NV)",2460600.5,0.5111,0.9585,275.58,227.81,82.12,343,29.29
,,,"Otto Matic",3644813,"       (2013 NJ10)",2460600.5,0.4573,1.613,90.71,25.16,343.40,748,7.04
,,,"Otto Matic",3645089,"       (2013 NF19)",2460600.5,0.6953,1.67,283.23,263.10,104.95,788,27.33
,,,"Otto Matic",3645192,"       (2013 ND24)",2460600.5,0.7428,2.048,295.10,97.24,283.50,1.07e+03,3.64
,,,"Otto Matic",3645200,"       (2013 OD4)",2460600.5,0.7763,1.885,127.35,299.38,96.77,945,12.20
,,,"Otto Matic",3645384,"       (2013 PV13)",2460600.5,0.6449,2.749,151.13,221.54,153.45,1.66e+03,11.88
,,0.094,Giorgini,3645993,"       (2013 QR1)",2460600.5,0.7369,1.95,151.51,279.37,16.04,994,45.64
,,,"Otto Matic",3646046,"       (2013 QU1)",2460600.5,0.2495,1.184,149.13,55.25,330.09,471,35.24
,,,"Otto Matic",3646734,"       (2013 QC11)",2460600.5,0.6191,1.511,250.45,332.77,34.74,678,2.15
,,,"Otto Matic",3648203,"       (2013 RZ73)",2460600.5,0.5341,1.368,355.54,262.33,13.45,585,25.13
,,5.346,"Otto Matic",3648205,"       (2013 RH74)",2460600.5,0.5942,2.284,200.43,227.76,56.45,1.26e+03,5.48
,,,"Otto Matic",3648317,"       (2013 RJ74)",2460600.5,0.7207,2.819,348.13,124.48,99.22,1.73e+03,22.50
,,7.09,"Otto Matic",3648716,"       (2013 SW24)",2460600.5,0.6514,2.672,347.16,323.85,199.79,1.6e+03,6.14
,,,"Otto Matic",3651153,"       (2013 TR132)",2460600.5,0.3614,1.45,35.38,330.10,124.53,638,31.96
,,,"Otto Matic",3651158,"       (2013 TE135)",2460600.5,0.7580,2.364,182.24,103.12,27.99,1.33e+03,6.05
,,,"Otto Matic",3651169,"       (2013 TT135)",2460600.5,0.6015,2.144,341.40,327.28,199.31,1.15e+03,6.49
,,,"Otto Matic",3651198,"       (2013 TV135)",2460600.5,0.5941,2.426,333.33,23.87,334.39,1.38e+03,6.74
,,450,"Otto Matic",3653190,"       (2013 US3)",2460600.5,0.1851,1.202,39.54,134.19,357.31,481,12.32
,,,"Otto Matic",3653537,"       (2013 VO5)",2460600.5,0.6908,1.279,74.00,211.07,237.24,529,2.02
,,,"Otto Matic",3653699,"       (2013 VY13)",2460600.5,0.5143,1.732,261.18,87.19,308.27,832,5.52
,,,"Otto Matic",3653902,"       (2013 WR43)",2460600.5,0.3671,1.413,280.16,42.20,230.73,614,5.90
0.653,0.079,2.8849,"Otto Matic",3653916,"       (2013 WT44)",2460600.5,0.5654,2.264,182.67,325.86,47.63,1.24e+03,12.20
0.185,0.391,,"Otto Matic",3653970,"       (2013 WT45)",2460600.5,0.4669,1.63,33.02,122.09,44.56,760,9.34
,,,"Otto Matic",3654057,"       (2013 WR67)",2460600.5,0.7158,2.554,263.37,75.08,252.11,1.49e+03,4.93
,,7.37,"Otto Matic",3654378,"       (2013 WF108)",2460600.5,0.5736,1.994,238.96,309.03,263.69,1.03e+03,23.45
,,,"Otto Matic",3654338,"       (2013 XW3)",2460600.5,0.4802,1.737,70.51,284.38,303.99,836,4.63
,,,"Otto Matic",3654982,"       (2013 XN24)",2460600.5,0.6207,2.69,279.11,173.09,170.59,1.61e+03,13.93
,,,"Otto Matic",3655362,"       (2013 YC)",2460600.5,0.9427,2.496,262.21,34.64,278.67,1.44e+03,2.79
0.402,0.025,,"Otto Matic",3655751,"       (2013 YP139)",2460600.5,0.6829,2.4,291.89,83.83,337.58,1.36e+03,0.82
,,,"Otto Matic",3655975,"       (2014 AF51)",2460600.5,0.4303,1.786,237.63,330.31,137.10,872,2.80
,,,"Otto Matic",3656788,"       (2014 BW2)",2460600.5,0.4766,1.886,163.20,26.71,23.03,946,16.51
0.110,0.253,,"Otto Matic",3656789,"       (2014 BX2)",2460600.5,0.7610,2.215,135.81,99.97,70.56,1.2e+03,2.25
,,,"Otto Matic",3661319,"       (2014 CZ2)",2460600.5,0.6370,2.332,123.55,111.87,329.19,1.3e+03,13.79
0.574,0.019,,"Otto Matic",3661368,"       (2014 CY4)",2460600.5,0.8186,2.655,126.57,289.47,184.10,1.58e+03,15.02
0.398,0.034,,"Otto Matic",3661493,"       (2014 CD13)",2460600.5,0.7562,2.209,332.31,284.49,73.68,1.2e+03,6.88
,,14.36,"Otto Matic",3661509,"       (2014 CU13)",2460600.5,0.6738,2.154,356.10,249.89,115.26,1.15e+03,5.94
,,,"Otto Matic",3662584,"       (2014 DM22)",2460600.5,0.5592,1.8,119.90,112.73,101.36,882,42.14
,,8.49,"Otto Matic",3663745,"       (2014 EQ12)",2460600.5,0.7471,2.634,177.08,93.11,155.87,1.56e+03,10.98
,,,"Otto Matic",3663955,"       (2014 EG45)",2460600.5,0.4981,1.609,164.16,296.28,95.59,745,25.51
0.379,0.023,,"Otto Matic",3666411,"       (2014 EQ49)",2460600.5,0.2068,1.148,11.49,50.44,288.30,449,15.16
0.461,0.301,,"Otto Matic",3666473,"       (2014 ER49)",2460600.5,0.6419,2.826,100.26,160.14,62.33,1.74e+03,13.67
,,,"Otto Matic",3666783,"       (2014 FO47)",2460600.5,0.2711,0.7521,358.63,347.45,265.10,238,19.20
,,,"Otto Matic",3667127,"       (2014 GE35)",2460600.5,0.5207,1.891,223.39,232.10,52.21,950,19.16
,,,"Otto Matic",3669248,"       (2014 HE124)",2456775.5,0.8487,1.959,204.34,229.78,21.09,1e+03,18.73
0.325,0.291,16,"Otto Matic",3669253,"       (2014 HQ124)",2460600.5,0.2592,0.8509,257.54,144.53,307.14,287,26.37
,,15.119,"Otto Matic",3669359,"       (2014 HK129)",2460600.5,0.4889,1.7,93.84,45.32,279.99,810,6.71
,,,"Otto Matic",3670102,"       (2014 HV177)",2460600.5,0.5490,2.172,24.26,128.10,114.38,1.17e+03,4.59
,,,"Otto Matic",3671119,"       (2014 JS54)",2460600.5,0.8941,2.075,235.05,206.53,199.24,1.09e+03,3.36
0.321,0.156,,"Otto Matic",3671129,"       (2014 JV55)",2460600.5,0.6920,2.457,59.76,106.36,269.31,1.41e+03,41.44
,,,"Otto Matic",3672190,"       (2014 KM4)",2460600.5,0.6867,2.77,143.53,11.11,91.92,1.68e+03,5.19
,,,"Otto Matic",3672193,"       (2014 KP4)",2460600.5,0.8208,2.322,249.01,235.96,353.47,1.29e+03,9.32
,,,"Otto Matic",3672561,"       (2014 KS40)",2460600.5,0.5381,2.293,251.35,4.66,353.73,1.27e+03,2.93
,,,"Otto Matic",3672669,"       (2014 KZ45)",2460600.5,0.4065,1.529,121.62,231.51,111.95,690,13.76
,,,"Otto Matic",3672906,"       (2014 KT76)",2460600.5,0.7009,2.483,207.95,298.43,256.80,1.43e+03,4.43
,,,"Otto Matic",3672960,"       (2014 KP84)",2460600.5,0.3513,1.488,56.21,29.47,18.01,663,22.34
0.644,0.032,,"Otto Matic",3673133,"       (2014 KV86)",2460600.5,0.6414,2.632,130.96,37.22,172.32,1.56e+03,25.59
,,,"Otto Matic",3673168,"       (2014 KB91)",2460600.5,0.5759,2.333,201.85,127.13,312.36,1.3e+03,4.94
,,,"Otto Matic",3673865,"       (2014 MP5)",2460600.5,0.5212,2.166,133.38,183.18,70.21,1.16e+03,9.76
,,,"Otto Matic",3673914,"       (2014 MF6)",2460600.5,0.6128,2.445,89.81,234.71,240.19,1.4e+03,4.33
,,,"Otto Matic",3673921,"       (2014 MJ6)",2460600.5,0.6421,1.843,271.45,102.60,16.35,914,4.49
,,,"Otto Matic",3674069,"       (2014 MR26)",2460600.5,0.8251,2.494,141.46,290.65,242.79,1.44e+03,10.89
,,,"Otto Matic",3674335,"       (2014 MK55)",2460600.5,0.3700,1.37,162.83,207.87,91.98,586,2.93
,,,"Otto Matic",3674578,"       (2014 NB52)",2460600.5,0.3737,1.253,279.38,115.36,58.06,512,24.41
0.502,0.021,,"Otto Matic",3674619,"       (2014 NK52)",2460600.5,0.8342,2.21,248.74,276.31,70.75,1.2e+03,2.54
,,,"Otto Matic",3675229,"       (2014 NG65)",2460600.5,0.3857,1.363,97.31,305.33,92.04,581,8.35
,,19.41,"Otto Matic",3675019,"       (2014 OT111)",2460600.5,0.5534,2.214,307.21,320.37,47.17,1.2e+03,8.35
,,40.5,"Otto Matic",3678016,"       (2014 OX299)",2460600.5,0.8549,2.206,154.32,283.18,24.14,1.2e+03,6.47
,,,"Otto Matic",3678629,"       (2014 OM339)",2460600.5,0.6448,2.579,28.58,18.24,149.46,1.51e+03,3.45
,,,"Otto Matic",3680936,"       (2014 OJ392)",2460600.5,0.2922,1.168,316.91,242.18,119.12,461,35.36
0.206,0.263,,"Otto Matic",3681964,"       (2014 PS59)",2460600.5,0.5459,1.964,162.48,222.85,234.56,1.01e+03,14.13
0.412,0.045,,"Otto Matic",3681972,"       (2014 PW59)",2460600.5,0.7002,2.411,294.60,296.33,266.06,1.37e+03,2.38
,,,"Otto Matic",3682230,"       (2014 QC3)",2460600.5,0.3730,1.261,146.34,64.63,120.37,517,37.61
,,,"Otto Matic",3685272,"       (2014 QO390)",2460600.5,0.7967,1.265,325.43,231.20,76.30,520,21.26
,,,"Otto Matic",3685808,"       (2014 QX432)",2460600.5,0.5868,1.366,111.72,68.74,230.97,583,6.44
0.296,0.461,78.4,"Otto Matic",3686160,"       (2014 QK434)",2460600.5,0.5033,1.941,252.25,166.14,234.01,988,5.98
,,16.63,"Otto Matic",3689271,"       (2014 SS1)",2460600.5,0.5184,2.123,358.28,341.62,96.97,1.13e+03,1.48
,,,"Otto Matic",3689353,"       (2014 SP142)",2460600.5,0.4200,1.16,125.16,81.25,123.97,457,5.57
,,,"Otto Matic",3691095,"       (2014 SM260)",2460600.5,0.8861,2.253,335.54,248.29,10.07,1.24e+03,7.75
,,,"Otto Matic",3692751,"       (2014 TN17)",2460600.5,0.7029,2.255,0.51,106.29,326.07,1.24e+03,16.29
,,,"Otto Matic",3693057,"       (2014 TW32)",2460600.5,0.6245,2.544,326.91,10.09,177.27,1.48e+03,14.63
,,,"Otto Matic",3693163,"       (2014 TY33)",2460600.5,0.2616,1.413,196.54,180.57,347.25,614,18.66
0.554,0.030,,"Otto Matic",3693266,"       (2014 TA36)",2460600.5,0.7064,2.839,228.95,256.47,12.57,1.75e+03,6.13
,,,"Otto Matic",3694451,"       (2014 UQ56)",2460600.5,0.3241,1.437,45.41,182.47,99.40,629,39.91
0.242,0.091,,"Otto Matic",3695930,"       (2014 VL6)",2460600.5,0.3291,1.243,38.85,279.95,106.36,506,6.09
,,,"Otto Matic",3696441,"       (2014 WD7)",2460600.5,0.7508,2.262,218.75,308.76,308.83,1.24e+03,2.31
0.297,0.126,3.361,"Otto Matic",3697798,"       (2014 WZ120)",2460600.5,0.6399,2.212,244.78,245.22,347.81,1.2e+03,20.91
,,,"Otto Matic",3698847,"       (2014 WT202)",2460600.5,0.0631,0.9657,58.81,185.76,334.68,347,23.39
